Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Tail Wind Fund,https://www.crunchbase.com/organization/tail-wind-fund,Venture Capital,4,4,"London, England, United Kingdom",,Tail Wind invests in North American equities and equity linked securities.,"Europe, Middle East, and Africa (EMEA)",1995-10-01,month,http://tailwindfund.com/,,4,4,4
Edinburgh Technology Fund,https://www.crunchbase.com/organization/edinburgh-technology-fund-2,Venture Capital,4,,"Edinburgh, Edinburgh, City of, United Kingdom","Early Stage Venture, Seed",Edinburgh specializing in providing seed capital to early stage high technology developments.,"Europe, Middle East, and Africa (EMEA)",,,http://www.edinburgh-technology-fund.co.uk/,,4,,
Infrontier,https://www.crunchbase.com/organization/infrontier,"Fund Of Funds, Private Equity Firm, Venture Capital",4,,"London, England, United Kingdom","Late Stage Venture, Private Equity",Infrontier invests in funds and companies in frontier markets,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.infrontier.com,,4,3,
PMT Ventures,https://www.crunchbase.com/organization/pmt-ventures,"Angel Group, Venture Capital",4,,"London, England, United Kingdom","Early Stage Venture, Initial Coin Offering, Private Equity, Secondary Market",PMT Ventures is an investment and research firm empowering the next generation of Web 3.0,"Europe, Middle East, and Africa (EMEA)",2016-07-01,month,https://pmt.vc/,https://www.linkedin.com/company/pmt-ventures,4,,
Covestco-Seteura,https://www.crunchbase.com/organization/covestco-seteura,Venture Capital,4,1,"London, England, United Kingdom",,Covestco-Seteura is a private equity and venture capital firm.,"Europe, Middle East, and Africa (EMEA)",1999-01-01,year,,,3,,
xénos,https://www.crunchbase.com/organization/xénos,Venture Capital,4,,"Cardiff, Cardiff, United Kingdom",,xénos provides a personalized service for businesses seeking investment.,"Europe, Middle East, and Africa (EMEA)",1997-01-01,year,http://www.xenos.co.uk/,https://www.linkedin.com/company/x-nos-the-wales-business-angel-network,4,2,
LMW Group Holdings,https://www.crunchbase.com/organization/lmw-group-holdings,"Private Equity Firm, Venture Capital",4,,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Seed",Investment Management Company,"Europe, Middle East, and Africa (EMEA)",2021-06-21,day,https://lmwgroupholdings.com,https://www.linkedin.com/company/lmw-group-holdings-ltd/,4,2,
Innotech Advisers,https://www.crunchbase.com/organization/innotech-advisers,Venture Capital,4,,"Leatherhead, Surrey, United Kingdom",Early Stage Venture,Innotech Advisers,"Europe, Middle East, and Africa (EMEA)",,,,,1,,
Saber Growth Partners,https://www.crunchbase.com/organization/saber-growth-partners,Venture Capital,4,1,"London, England, United Kingdom",,Saber Growth Partners works with global tech startups and larger technology businesses on developing and executing growth strategies.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.sabergrowth.com/,https://www.linkedin.com/company/saber-growth-partners,4,1,
Sulis Innovation,https://www.crunchbase.com/organization/sulis-innovation,"Micro VC, Venture Capital",4,1,"Bath, Bath and North East Somerset, United Kingdom",Late Stage Venture,Sulis Innovation is a U.K.-based venture capital firm that invests in seed stage companies.,"Europe, Middle East, and Africa (EMEA)",,,,,4,1,
Thorium Technology Investors,https://www.crunchbase.com/organization/principle-2,Venture Capital,4,1,"London, England, United Kingdom",,VC consortium focused on early stage B2B businesses,"Europe, Middle East, and Africa (EMEA)",2014-06-03,day,http://www.thoriuminvestors.com,,3,1,
Phase4 Partners,https://www.crunchbase.com/organization/phase4-partners,Venture Capital,4,2,"London, England, United Kingdom",,"Long known as one of the leading life science venture capital firms based in Europe, Phase4 Partners, formerly known as Phase4 Ventures,","Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://www.phase4-partners.com,,2,1,1
Blue Star Capital,https://www.crunchbase.com/organization/blue-star-capital,Venture Capital,4,,"London, England, United Kingdom",,Blue Star Capital exclusively addresses strong growth prospect investments in the Homeland Security sector.,"Europe, Middle East, and Africa (EMEA)",2004-01-01,year,http://www.bluestarcapital.co.uk,https://www.linkedin.com/company/bliue-star-capital-plc/,3,2,
Cambridge Research & Innovation Ltd.,https://www.crunchbase.com/organization/cambridge-research-innovation-ltd,Venture Capital,4,2,"Cambridge, Cambridgeshire, United Kingdom","Early Stage Venture, Seed",Cambridge Research & Innovation Ltd. is a venture capital firm specializing in seed capital investments.,"Europe, Middle East, and Africa (EMEA)",1987-01-01,year,,,3,,
Pollination,https://www.crunchbase.com/organization/pollination,Venture Capital,3,,"London, England, United Kingdom",Early Stage Venture,Pollination is a specialist climate change advisory and investment firm.,"Europe, Middle East, and Africa (EMEA)",2019-10-01,month,https://pollinationgroup.com/,https://www.linkedin.com/company/pollination-capital-partners/,3,,
RCP Finance,https://www.crunchbase.com/organization/rcp-finance,"Family Investment Office, Hedge Fund, Investment Bank, Pension Funds, Private Equity Firm, Venture Capital, Venture Debt",3,,"London, England, United Kingdom","Debt, Private Equity","RCP Finance is a London-based, pan-European independent specialist in property finance for commercial and residential investment properties.","Europe, Middle East, and Africa (EMEA)",2017-01-01,month,https://rcpfinance.com/,https://www.linkedin.com/company/rcpfinance/,3,3,
PrimaryBid,https://www.crunchbase.com/organization/primarybid,Venture Capital,3,3,"London, England, United Kingdom",,PrimaryBid is a technology platform that allows everyday investors fair & equal access to investing in public companies raising capital.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,https://www.primarybid.com,https://www.linkedin.com/company/primarybid,3,,3
Praetura Commercial Finance,https://www.crunchbase.com/organization/praetura-commercial-finance,Venture Capital,3,1,"Manchester, Manchester, United Kingdom",,Praetura Commercial Finance is a team of independent experts with a wealth of knowledge.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://praeturacf.com,https://www.linkedin.com/company/praetura-commercial-finance-limited,3,3,
Emso Asset Management,https://www.crunchbase.com/organization/emso-asset-management,Venture Capital,3,,"London, England, United Kingdom","Debt, Early Stage Venture",Emso Asset Management is an alternative asset manager investing across emerging markets fixed income strategies.,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,https://emso.com,https://www.linkedin.com/company/emso-asset-management,2,2,
Next Ventures,https://www.crunchbase.com/organization/next-ventures,Venture Capital,3,,"London, England, United Kingdom","Early Stage Venture, Seed",Next Ventures works with entrepreneurs with visionary dreams.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://nextventures.co.uk,https://www.linkedin.com/company/the-next-ventures,3,,
Octopus Group,https://www.crunchbase.com/organization/octopus-group,"Private Equity Firm, Venture Capital",3,,"London, England, United Kingdom",,Octopus Group is a privately held financial services and energy firm company.,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,https://octopusgroup.com,https://www.linkedin.com/company/octopusgroup/,3,1,
Amitis Capital,https://www.crunchbase.com/organization/amitis-capital,Venture Capital,3,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",Amitis Capital focuses on the industries of tomorrow and backs exceptional founders solving the world’s biggest problems.,"Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/company/the-amitis-group/,3,,
Queen’s Park Equity,https://www.crunchbase.com/organization/queen-s-park-equity,"Private Equity Firm, Venture Capital",3,,"London, England, United Kingdom",Private Equity,Queen’s Park Equity provides capital and expertise to exceptional businesses.,"Europe, Middle East, and Africa (EMEA)",2020-12-01,month,https://www.qpequity.com/,https://www.linkedin.com/company/queen-s-park-equity-llp/about/,3,2,
Taranis Investment,https://www.crunchbase.com/organization/taranis-investment,Venture Capital,3,1,"London, England, United Kingdom",Post-Ipo,Taranis Carbon Ventures is Taranis’ Venture Capital fund.,"Europe, Middle East, and Africa (EMEA)",2023-01-01,year,https://taranis.eu,https://www.linkedin.com/company/taranis-investment,3,3,1
Mount VC,https://www.crunchbase.com/organization/mount-venture-capital-fund-lp,Venture Capital,3,,"London, England, United Kingdom","Early Stage Venture, Seed","Mount Venture Capital Fund is a private investment firm that focuses on early-stage health, sports, and medical startups.","Europe, Middle East, and Africa (EMEA)",2024-04-01,month,https://www.mountfund.com,https://www.linkedin.com/company/mount-venture-capital-fund,3,,
Focal,https://www.crunchbase.com/organization/focal-c14a,"Accelerator, Venture Capital",3,,"London, England, United Kingdom","Early Stage Venture, Seed",Focal is an Investment firm.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.gofocal.vc,https://www.linkedin.com/company/gofocal,3,,
Big Ideas Group,https://www.crunchbase.com/organization/big-ideas-group,Venture Capital,3,,"London, England, United Kingdom",Early Stage Venture,"Big Ideas Group provides strategic advice, business support, and financing to entrepreneurial companies with big ideas.","Europe, Middle East, and Africa (EMEA)",2000-01-01,year,https://www.bigideasgroup.co.uk,https://www.linkedin.com/company/big-ideas-group,3,1,
London Startup Society,https://www.crunchbase.com/organization/london-startup-society,Venture Capital,3,,"London, England, United Kingdom","Crowdfunding, Early Stage Venture, Seed","The London Startup Society offers the chance for investors and entrepreneurs to connect, through seed to Series A fundraising.","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://startupsociety.com/,https://www.linkedin.com/company/london-startup-society,3,2,
ANIM Fund,https://www.crunchbase.com/organization/anim-fund,Venture Capital,3,,"London, England, United Kingdom",,ANIM Fund is a global venture capital fund helping founders scale from inception.,"Europe, Middle East, and Africa (EMEA)",,,https://www.animfund.com/,https://www.linkedin.com/company/animfund/,2,,
Anotherway Ventures,https://www.crunchbase.com/organization/anotherway-ventures,Venture Capital,3,,"London, England, United Kingdom","Early Stage Venture, Seed",Anotherway Ventures is a venture capital fund.,"Europe, Middle East, and Africa (EMEA)",,,https://www.anotherway.ventures,https://www.linkedin.com/company/anotherwayventures,3,3,
Hestia Investments,https://www.crunchbase.com/organization/hestia-investments,Venture Capital,3,,"Cottingham, York, United Kingdom","Early Stage Venture, Seed",Hestia Investments is a venture capital firm that invests in the healthcare sector.,"Europe, Middle East, and Africa (EMEA)",,,https://hestia-investments.com,,3,,
Stone Ventures,https://www.crunchbase.com/organization/stone-ventures,Venture Capital,3,,"Worcester, Worcestershire, United Kingdom",Early Stage Venture,Providing funding to UK SMEs and supporting MBOs and MBIs up to £1m.,"Europe, Middle East, and Africa (EMEA)",,,http://www.stonevp.com/,,2,1,
Kuinji,https://www.crunchbase.com/organization/kuinji,Venture Capital,3,,"London, England, United Kingdom",,Kuinji provides a range of services to help IT professionals' teams accelerate the global development of the IT industry.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,day,https://kuinji.com,https://www.linkedin.com/company/kuinji,3,3,
BCAP,https://www.crunchbase.com/organization/bcap,Venture Capital,3,,"London, England, United Kingdom","Early Stage Venture, Venture",BCAP Launchpad provides value-add capital to scale early-stage founder-driven businesses.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.bcap.london/,https://www.linkedin.com/company/bcaplondon/,2,,
Triple Dragon,https://www.crunchbase.com/organization/triple-dragon,Venture Capital,3,1,"London, England, United Kingdom",,Triple Dragon offers user acquisition loans to help game and application developers as well as publishers to scale their install base.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://tripledragon.co.uk/,https://www.linkedin.com/company/tripledragon/?originalSubdomain=uk,3,,1
