ID,Organization Name,Industries,Description,CB Rank (Company),Founded Date,Exit Date,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Type,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Acquired by,Announced Date Acquisition,IPO,followers,employeeCount,employeeCountRange,employeeCountRangeMin,employeeCountRangeMax
001194,AnwaltOnlinemarketing,['Professional Services'],AnwaltOnlinemarketing is the law firm for lawyers offers you the know-how and the tools for successful internet advertising.,"2,046,436",2015-01-01,,http://anwaltonlinemarketing.de/,,,https://www.linkedin.com/company/levelev-consulting-ug-haftungsbeschränkt-,AnwaltOnlinemarketing is the law firm for lawyers offers you the know-how and the tools for successful internet advertising. We advise lawyers on questions of client acquisition and distribution of legal services via the Internet. For this we have developed specially adapted products for lawyers!,['Other'],1.9848484848484849,5.5,,1,2016-01-01,,Seed,,Axel Springer Plug and Play Accelerator,1.0,1.0,0.0,,,,0,643,8,2-10,2,10
001195,apadua,"['B2B', 'Information Technology', 'Internet', 'Management Consulting', 'Project Management', 'SaaS', 'Software']","SaaS, B2B, AI, Platform, ProcureTech, Procurement, Professional Services, Market Intelligence, Project Performance Monitoring","76,401",2016-11-01,,http://www.apadua.com,,,https://www.linkedin.com/company/15220881,"apadua provides an AI-powered SaaS solution for services procurement. Its five core modules boost productivity and collaboration between buyers and internal customers in the services category: 1. BRIEF enables users to leverage AI to create tender-ready project descriptions in minutes collaboratively. 2. EXPLORE is a comprehensive AI-curated online vendor directory. Here, preferred partners, approved suppliers, and new providers can be found and selected based on their project fit. 3. SOURCE is tailored to the procurement of services, complementing conventional S2C solutions. Buyers and their internal customers are guided through the competitive tendering process. 4. MONITOR is a survey-based project quality and performance tracking system. By continuously collecting feedback from all stakeholders, risks are identified before they become actual problems. 5. APALYTICS consolidates all data ever exchanged via the apadua platform in one place. This enables a wide range of analyses, such as benchmarks, cost structures, target prices and team compositions. The ProcureTech scaleup from Cologne, Germany is a trusted partner of global enterprise clients including ABB, AXA, Covestro, dormaka, and GEA.","['Administrative Services', 'Information Technology', 'Internet Services', 'Other', 'Professional Services', 'Software']",2.0,5.5,"Gregory N. Vider, Markus Sinz",1,2023-01-20,600000.0,Angel,600000.0,"Martina Pfeifer, Manuel Mueller, Michala Rudorfer, Christian Portz, Holger Felgner",0.0,7.0,0.0,,,,0,1896,8,11-50,11,50
001196,AutLay,"['Document Management', 'E-Commerce', 'Printing', 'SaaS', 'Software']","AutLay offers online software as a service for print a catalogs, brochures & eCommerce.","537,015",2017-01-01,,https://www.autlay.com/,https://twitter.com/autlay,https://www.facebook.com/AutLayGmbH,https://www.linkedin.com/company/autlay/,"AutLay offers online software as a service for print a catalog, brochures & eCommerce.","['Commerce and Shopping', 'Content and Publishing', 'Information Technology', 'Media and Entertainment', 'Software']",1.0,30.5,Sven Müller,2,2021-02-09,,Seed,,"Crew Ventures, Venture Creator",2.0,2.0,0.0,,,,0,279,9,11-50,11,50
001197,b.fab,"['Biotechnology', 'Life Science', 'Sustainability']",B.fab specializes in the conversion of CO2 and hydrogen from renewable energy into biotechnological value chains.,"268,948",2018-01-01,,http://www.bfab.bio/,,,https://www.linkedin.com/company/b-fab-gmbh,"B.fab specializes in the conversion of CO2 and hydrogen from renewable energy into biotechnological value chains. It utilizes formate as its central mediator to bind and store CO2 and H2 (made from water) in liquid form. The company's bioprocesses start with the feedstock formate and it uses synthetic biology to design specific pathways and to convert formate into value-added chemicals. The platform is built on anaerobic and aerobic microbial production hosts to provide flexibility in the process design and adaptation to specific product requirements. B.fab GmbH applies laboratory automation, high-throughput experimentation, and advanced bioprocess development in an agile environment to develop new bioprocesses efficiently and in a minimal time frame.  It was founded in 2018 in Dortmund, Nordrhein-Westfalen.","['Biotechnology', 'Science and Engineering', 'Sustainability']",1.0,5.5,Frank Kensy,2,2021-01-06,,Seed,,"German Federal Ministry of Education and Research, b.value AG",1.0,2.0,0.0,,,,0,968,9,2-10,2,10
001198,Balance Re,"['Financial Services', 'Insurance', 'InsurTech']",Balance Re is a life reinsurance company specializing in asset-liability and risk management.,"79,227",2017-01-01,,https://www.balance.re/,,,https://www.linkedin.com/company/balance-re/,Balance Re is the life reinsurance startup specialized in quantitative asset-liability management.,['Financial Services'],2.0,30.5,"Lucian Rautu, Michel Gauer",1,2021-08-19,10000000.0,Series A,10000000.0,"Global Brain Corporation, Anthemis, Roland Berger, Talabot Finance",1.0,4.0,0.0,,,,0,440,10,11-50,11,50
001199,Banking One,"['Banking', 'Big Data', 'Financial Services', 'FinTech', 'Insurance']",Predictive Analytics for banks - we predict which customer is interested in what financial product.,"186,078",2018-01-01,,https://b1ai.com,,https://www.facebook.com/bankingone.b1ai,,Banking One is able to predict which of retail banks customers are currently interested in financial products. Our product is used by sales managers in banks to filter out the most promising customers and distribute these customers to the sales agents. Resulting in higher earnings for the banks and happy customers since customers are contacted if there is a need and they will not be bothered for no reason.,"['Data and Analytics', 'Financial Services', 'Lending and Investments']",2.0,30.5,"Arne Horn, Felix Amrhein",1,2018-01-15,90000.0,Pre-Seed,110401.0,"NRW.BANK, Benedikt Kraus",0.0,2.0,0.0,,,,0,,,,,
001200,bezahl.de,"['Financial Services', 'Mobile Payments', 'Payments']",NX Technologies provides digital and automated payment management and solutions.,"17,481",2018-05-01,,https://www.bezahl.de,,https://www.facebook.com/bezahl.de,https://www.linkedin.com/company/bezahl-de-nx-technologies-gmbh,"bezahl.de automates, digitizes, and streamlines the entire receivables process, from invoicing and dunning to financial accounting booking. Bezahl is a financial technology startup.","['Financial Services', 'Mobile', 'Payments', 'Software']",1.0,175.5,Lasse Diener,3,2024-03-20,22000000.0,Series B,41384068.0,"PayPal Ventures, Motive Ventures, Motive Partners, Seaya, Walter Ventures",2.0,11.0,0.0,,,,0,3700,151,51-200,51,200
001201,BioEcho Life Sciences,"['Biotechnology', 'Health Care', 'Product Management', 'Product Research']","BioEcho develops innovative products that drastically improve the quality, convenience, and speed of standard molecular biology.","325,821",2016-01-01,2024-10-23,https://www.bioecho.de/,https://twitter.com/bioechols,,https://www.linkedin.com/company/bioecho-life-sciences-gmbh,"BioEcho Life Sciences develop and produce next-generation technologies and products to enable molecular biology and diagnostics laboratory workflows of higher convenience, higher robustness, and higher sustainability.","['Biotechnology', 'Data and Analytics', 'Design', 'Health Care', 'Other', 'Science and Engineering']",2.0,30.5,"Frank Schaefer, Markus Muller",1,2022-03-01,,Private Equity,,Ampersand Capital Partners,1.0,1.0,0.0,Was Acquired,Adhera Health,2024-10-23,0,2413,21,11-50,11,50
001202,Bongour,"['Information Technology', 'Internet']","Bongour is an online platform that allows professional and amateur cooks to build, operate and scale their culinary businesses.","183,515",2016-12-01,,http://www.bongour.com,https://twitter.com/bongourapp,https://www.facebook.com/bongourapp/,https://www.linkedin.com/company/bongour,"Bongour is an innovative platform that provides infrastructure, logistics, technology and distribution to chefs and cooks looking to kickstart their own business, but with no resources to build it.  At Bongour we empower ambitious cooks and chefs to develop their own gastronomic business, without investing or paying any money. Think of Bongour as the first large scale gastronomy accelerator. Join the Gastronomy Revolution!","['Information Technology', 'Internet Services']",1.0,5.5,Victor Hugo Gomez Zerpa,1,2017-01-01,230000.0,Angel,242178.0,,0.0,0.0,0.0,,,,0,83,1,2-10,2,10
001203,Braintech Media,"['Chatbot', 'Computer', 'Software']",BRN is currently the only provider of trustworthy and fast growing chatbots secured by blockchain technology.,"1,783,705",2016-01-01,,https://brn.ai,,,https://www.linkedin.com/company/brnai,BRN is currently the only provider of trustworthy and fast growing chatbots secured by blockchain technology.,"['Consumer Electronics', 'Hardware', 'Software']",1.9848484848484849,30.5,,1,2017-06-04,,Non-equity Assistance,,VentureOut,1.0,1.0,0.0,,,,0,281,14,11-50,11,50
001204,Brajuu,['E-Commerce'],Fashion-Tech Start-Up that unf*cks bra-shopping!,"591,829",2019-11-01,,https://www.brajuu.com,,https://www.facebook.com/Brajuu.tech/,https://www.linkedin.com/company/brajuu/about/,"Feminine, delicate, bold and strong. This is Brajuu. A brand that is empowering the female body, pointing out the beauty of every shape, size and fit. Brajuu is proud of womanhood and loves curves and edges. We‘re developing a new way to shop bras online. Smart technology meets lingerie, that what makes us a #boobtech start-up. Our vision is: Perfectly fitting bras for everyone from everywhere. Because we're convinced that #alltitsaregoodtits.  Stay tuned for our launch!",['Commerce and Shopping'],2.0,5.5,"Lea Matschke, Melanie Wagenfort",1,2021-07-20,,Pre-Seed,,,0.0,0.0,0.0,,,,0,654,1,2-10,2,10
001205,Buynomics,"['Machine Learning', 'SaaS', 'Software']",End-to-end revenue optimization,"18,906",2018-01-01,,https://www.buynomics.com/,,,https://www.linkedin.com/company/buynomics/,"Imagine knowing your customers’ preferences without tedious analyses, complex spreadsheets, or unreliable focus groups. Buynomics’ AI transforms all your readily available data into Virtual Customers that mimic the buying decisions of real consumers with unmatched precision. Use these instant and accurate consumer insights as the single source of truth to make decisions on prices, promotions, products, trade terms, channel & portfolio mix. Our holistic approach uncovers the links between critical revenue levers and provides fast and reliable recommendations for best results - your key to profitable and sustainable decisions.","['Artificial Intelligence (AI)', 'Data and Analytics', 'Software']",3.0,75.5,"Emilio Matthaei, Ingo Reinhardt, Sebastian Baier",3,2022-11-15,13000000.0,Series A,16064749.0,"Insight Partners, Seedcamp, DvH Ventures, Tomahawk.VC, La Famiglia",3.0,5.0,0.0,,,,0,12036,74,51-200,51,200
001206,candidate select,"['Analytics', 'Artificial Intelligence (AI)', 'Human Resources', 'Information Technology', 'Recruiting']","case uses context information and its own algorithm to make educational degrees comparable across institutions, subjects and countries.","96,446",2015-01-01,,https://www.candidate-select.com,https://twitter.com/case_score,https://www.facebook.com/candidateselect/,https://www.linkedin.com/company/candidate-select-gmbh/,"case uses context data and its own algorithms to make achievements comparable globally. We started as a research project and our algorithms are proven to predict hiring success as well as promotions and employee ratings. To date, we have 60+ customers, who we charge for automated screening of applications as well as sourcing of pre-assessed candidates.","['Administrative Services', 'Artificial Intelligence (AI)', 'Data and Analytics', 'Information Technology', 'Professional Services', 'Science and Engineering', 'Software']",3.0,30.5,"Jan Bergerhoff, Max Hoyer, Philipp Karl Seegers",5,2022-01-31,750000.0,Convertible Note,3004637.0,Rolf Schromgens,1.0,1.0,0.0,,,,0,3131,14,11-50,11,50
